id,CustomerName,CustomerAddress,idState,id2,RegTime,RegisterTime,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7
189,Customer_189,Address_189,8,9993,"2023-04-03 10:52:40","2023-04-03 10:52:40",808.96,360.732,376.781,801.71,878.207,985.903,294.894
190,Customer_190,Address_190,26,7292,"2022-06-26 10:52:40","2022-06-26 10:52:40",629.476,311.256,667.85,405.484,23.8711,902.902,442.898
191,Customer_191,Address_191,26,2802,"2023-05-29 10:52:40","2023-05-29 10:52:40",818.281,640.021,745.263,806.251,795.466,558.579,406.498
192,Customer_192,Address_192,18,6078,"2022-11-15 10:52:40","2022-11-15 10:52:40",62.5371,59.4879,109.828,370.676,523.898,507.46,965.606
193,Customer_193,Address_193,16,6682,"2023-11-23 10:52:40","2023-11-23 10:52:40",306.671,812.783,143.903,281.166,974.121,27.1085,213.178
194,Customer_194,Address_194,50,3549,"2023-06-14 10:52:40","2023-06-14 10:52:40",464.033,931.81,266.954,539.337,895.826,861.117,618.106
195,Customer_195,Address_195,26,7134,"2022-08-08 10:52:40","2022-08-08 10:52:40",387.063,276.235,219.986,271.226,696.17,667.173,247.356
196,Customer_196,Address_196,12,4908,"2023-06-12 10:52:40","2023-06-12 10:52:40",24.0673,724.292,549.259,573.417,219.308,376.288,223.519
197,Customer_197,Address_197,50,3457,"2023-07-30 10:52:40","2023-07-30 10:52:40",176.916,686.879,903.648,457.602,577.069,512.536,831.476
198,Customer_198,Address_198,31,6439,"2024-01-19 10:52:40","2024-01-19 10:52:40",0.884089,515.916,576.928,336.892,953.675,757.698,927.466
199,Customer_199,Address_199,19,1349,"2024-03-04 10:52:40","2024-03-04 10:52:40",389.734,645.015,55.8736,344.323,553.993,736.998,23.0102
200,Customer_200,Address_200,46,5061,"2023-04-15 10:52:40","2023-04-15 10:52:40",366.733,201.369,906.648,929.129,925.703,841.13,428.538
201,Customer_201,Address_201,31,8298,"2023-12-25 10:52:40","2023-12-25 10:52:40",550.24,161.438,156.468,298.026,20.7266,209.555,985.597
202,Customer_202,Address_202,15,5858,"2022-10-10 10:52:40","2022-10-10 10:52:40",385.798,525.875,471.98,782.277,495.444,130.39,165.617
203,Customer_203,Address_203,22,7189,"2024-02-13 10:52:40","2024-02-13 10:52:40",576.159,497.2,757.525,296.022,207.538,149.621,125.493
204,Customer_204,Address_204,9,5648,"2024-04-12 10:52:40","2024-04-12 10:52:40",684.535,282.209,357.44,940.573,630.546,331.009,763.406
205,Customer_205,Address_205,42,8468,"2023-01-08 10:52:40","2023-01-08 10:52:40",895.701,447.431,550.053,407.97,389.693,724.553,453.689
206,Customer_206,Address_206,5,2015,"2023-10-25 10:52:40","2023-10-25 10:52:40",60.9336,464.98,142.097,315.548,151.446,810.587,598.599
207,Customer_207,Address_207,29,1093,"2023-08-22 10:52:40","2023-08-22 10:52:40",809.68,943.922,290.572,621.091,233.739,305.425,825.906
208,Customer_208,Address_208,11,6296,"2023-10-08 10:52:40","2023-10-08 10:52:40",749.402,837.97,941.642,194.299,146.572,149.962,310.092
209,Customer_209,Address_209,6,6153,"2023-04-03 10:52:40","2023-04-03 10:52:40",88.6161,759.227,530.285,373.745,277.868,268.106,506.928
210,Customer_210,Address_210,37,2177,"2023-06-13 10:52:40","2023-06-13 10:52:40",923.249,226.816,364.336,141.229,613.138,642.002,370.595
211,Customer_211,Address_211,47,5707,"2022-09-15 10:52:40","2022-09-15 10:52:40",603.072,511.98,750.687,217.492,835.399,524.52,116.404
212,Customer_212,Address_212,1,7237,"2023-06-30 10:52:40","2023-06-30 10:52:40",121.03,284.974,61.7799,453.978,84.5491,60.8121,50.4135
213,Customer_213,Address_213,4,2772,"2022-10-28 10:52:40","2022-10-28 10:52:40",287.648,111.205,693.08,131.785,579.684,503.067,776.283
214,Customer_214,Address_214,19,5789,"2023-04-15 10:52:40","2023-04-15 10:52:40",125.653,994.875,597.418,2.46544,220.072,92.9642,804.605
215,Customer_215,Address_215,38,3761,"2023-10-09 10:52:40","2023-10-09 10:52:40",588.589,37.4745,421.604,995.598,713.176,579.086,755.902
216,Customer_216,Address_216,3,9492,"2023-03-12 10:52:40","2023-03-12 10:52:40",124.578,849.73,874.916,825.39,502.204,34.8473,667.625
217,Customer_217,Address_217,12,2485,"2024-02-16 10:52:40","2024-02-16 10:52:40",127.278,262.936,932.848,875.432,578.616,266.782,598.064
218,Customer_218,Address_218,10,2401,"2023-12-16 10:52:40","2023-12-16 10:52:40",575.256,250.91,528.782,891.179,869.549,674.21,762.403
219,Customer_219,Address_219,40,6937,"2022-07-07 10:52:40","2022-07-07 10:52:40",672.796,572.833,845.776,510.383,14.5834,541.769,665.097
220,Customer_220,Address_220,36,5550,"2023-07-09 10:52:40","2023-07-09 10:52:40",620.346,819.461,236.264,722.939,905.904,360.702,85.7997
221,Customer_221,Address_221,18,5293,"2023-09-08 10:52:40","2023-09-08 10:52:40",291.921,425.745,252.963,987.578,179.003,932.279,124.388
222,Customer_222,Address_222,42,7771,"2023-10-20 10:52:40","2023-10-20 10:52:40",175.195,16.6237,557.534,737.799,16.3952,868.578,293.702
223,Customer_223,Address_223,44,4895,"2023-03-23 10:52:40","2023-03-23 10:52:40",579.562,171.064,116.633,69.9753,999.976,789.956,949.849
224,Customer_224,Address_224,19,1426,"2024-03-06 10:52:40","2024-03-06 10:52:40",350.841,458.488,239.918,824.125,400.87,531.975,457.265
225,Customer_225,Address_225,35,1721,"2023-09-19 10:52:40","2023-09-19 10:52:40",408.484,52.9615,39.3568,37.8994,71.4265,243.435,2.89362
226,Customer_226,Address_226,15,4709,"2023-12-17 10:52:40","2023-12-17 10:52:40",804.621,398.478,578.529,697.212,750.471,660.722,52.1943
227,Customer_227,Address_227,14,3137,"2023-09-03 10:52:40","2023-09-03 10:52:40",41.7977,156.5,657.109,816.044,108.892,96.3273,154.961
228,Customer_228,Address_228,25,9678,"2023-08-25 10:52:40","2023-08-25 10:52:40",925.932,538.468,914.544,957.315,42.9429,342.77,585.02
229,Customer_229,Address_229,45,7560,"2022-06-20 10:52:40","2022-06-20 10:52:40",583.934,57.2877,534.637,501.321,902.693,9.50302,339.436
230,Customer_230,Address_230,34,3925,"2023-02-19 10:52:40","2023-02-19 10:52:40",121.054,747.547,374.571,630.216,27.3666,246.185,148.823
231,Customer_231,Address_231,1,6232,"2022-08-06 10:52:40","2022-08-06 10:52:40",706.08,860.338,183.448,336.228,130.797,645.3,834.111
232,Customer_232,Address_232,12,7038,"2023-01-27 10:52:40","2023-01-27 10:52:40",240.722,251.497,535.32,922.109,4.587,256.607,269.272
233,Customer_233,Address_233,29,1673,"2023-02-01 10:52:40","2023-02-01 10:52:40",999.388,62.5122,314.397,384.449,979.052,741.914,772.412
234,Customer_234,Address_234,32,8779,"2023-07-20 10:52:40","2023-07-20 10:52:40",471.214,117.484,173.781,516.453,60.9201,755.242,593.451
235,Customer_235,Address_235,36,7545,"2023-04-24 10:52:40","2023-04-24 10:52:40",477.241,790.76,522.078,238.111,624.318,407.256,163.329
236,Customer_236,Address_236,30,5359,"2023-02-06 10:52:40","2023-02-06 10:52:40",733.541,755.672,577.733,621.652,375.062,10.353,926.579
237,Customer_237,Address_237,31,3064,"2023-09-10 10:52:40","2023-09-10 10:52:40",20.0796,75.3651,316.587,356.839,834.435,101.658,4.98676
238,Customer_238,Address_238,36,6263,"2022-11-06 10:52:40","2022-11-06 10:52:40",66.9281,41.7862,8.14671,915.375,552.435,16.0479,422.936
239,Customer_239,Address_239,4,1574,"2024-02-19 10:52:40","2024-02-19 10:52:40",407.16,676.532,161.181,776.31,398.008,661.11,111.525
240,Customer_240,Address_240,29,5832,"2022-06-15 10:52:40","2022-06-15 10:52:40",197.475,102.46,919.874,291.99,700.33,625.679,27.4046
241,Customer_241,Address_241,13,2959,"2023-10-04 10:52:40","2023-10-04 10:52:40",890,524.11,950.547,180.407,50.3917,710.739,402.518
242,Customer_242,Address_242,45,2748,"2023-09-18 10:52:40","2023-09-18 10:52:40",69.3874,355.531,569.495,780.881,195.922,636.964,597.057
243,Customer_243,Address_243,4,6227,"2023-01-06 10:52:40","2023-01-06 10:52:40",661.302,264.328,337.73,895.67,465.157,638.774,798.4
244,Customer_244,Address_244,4,9848,"2022-12-31 10:52:40","2022-12-31 10:52:40",495.19,409.075,559.806,571.804,179.605,182.611,374.24
245,Customer_245,Address_245,17,5446,"2023-05-17 10:52:40","2023-05-17 10:52:40",19.9424,598.348,931.912,864.517,526.849,40.694,622.923
246,Customer_246,Address_246,50,1845,"2023-05-23 10:52:40","2023-05-23 10:52:40",177.645,412.634,530.235,413.271,475.651,138.442,265.257
247,Customer_247,Address_247,46,7831,"2024-04-01 10:52:40","2024-04-01 10:52:40",34.1782,984.138,818.153,138.352,237.303,771.456,145.373
248,Customer_248,Address_248,21,6637,"2022-08-03 10:52:40","2022-08-03 10:52:40",592.709,280.449,624.12,279.25,523.891,781.707,336.862
249,Customer_249,Address_249,17,7168,"2023-07-23 10:52:40","2023-07-23 10:52:40",989.875,721.824,639.494,31.9971,241.504,111.529,833.133
250,Customer_250,Address_250,42,6903,"2022-10-20 10:52:40","2022-10-20 10:52:40",965.618,467.936,442.827,810.328,723.16,184.814,754.59
251,Customer_251,Address_251,11,8458,"2023-05-26 10:52:40","2023-05-26 10:52:40",955.238,311.268,690.628,519.336,524.796,65.9725,755.474
252,Customer_252,Address_252,29,6677,"2023-07-18 10:52:40","2023-07-18 10:52:40",186.738,686.131,870.44,293.808,857.72,407.174,462.713
253,Customer_253,Address_253,5,1648,"2024-03-16 10:52:40","2024-03-16 10:52:40",204.782,771.328,242.294,897.486,760.548,110.282,269.766
254,Customer_254,Address_254,1,3525,"2023-09-05 10:52:40","2023-09-05 10:52:40",903.885,471.978,648.234,825.237,181.485,431.711,614.099
255,Customer_255,Address_255,39,1310,"2022-09-07 10:52:40","2022-09-07 10:52:40",129.124,105.997,142.612,395.07,547.514,552.361,119.261
256,Customer_256,Address_256,47,4044,"2022-08-18 10:52:40","2022-08-18 10:52:40",354.78,152.052,695.918,23.4351,29.4216,76.8028,295.749
257,Customer_257,Address_257,13,4189,"2024-04-27 10:52:40","2024-04-27 10:52:40",72.6313,281.584,190.028,105.389,956.86,468.131,470.075
258,Customer_258,Address_258,48,3877,"2022-11-08 10:52:40","2022-11-08 10:52:40",843.536,936.106,149.922,941.292,256.693,459.588,527.862
259,Customer_259,Address_259,14,7472,"2022-09-30 10:52:40","2022-09-30 10:52:40",912.895,122.288,872.756,996.916,366.31,840.802,105.082
260,Customer_260,Address_260,1,7298,"2023-05-25 10:52:40","2023-05-25 10:52:40",350.041,280.579,352.774,922.134,552.346,995.327,319.596
261,Customer_261,Address_261,31,1910,"2023-01-13 10:52:40","2023-01-13 10:52:40",46.8439,223.914,979.041,223.459,180.176,230.5,611.972
262,Customer_262,Address_262,19,1052,"2022-07-12 10:52:40","2022-07-12 10:52:40",603.984,246.944,422.769,373.015,596.765,864.781,533.609
263,Customer_263,Address_263,4,7909,"2023-02-21 10:52:40","2023-02-21 10:52:40",783.567,65.8575,978.587,695.365,541.062,619.215,472.891
264,Customer_264,Address_264,26,2038,"2024-04-05 10:52:40","2024-04-05 10:52:40",936.018,510.813,746.01,197.613,750.035,157.334,536.565
265,Customer_265,Address_265,11,4999,"2023-03-13 10:52:40","2023-03-13 10:52:40",615.021,306.125,685.561,509.432,490.474,924.077,148.962
266,Customer_266,Address_266,49,4744,"2024-01-19 10:52:40","2024-01-19 10:52:40",563.635,331.164,964.917,831.093,260.713,810.286,269.29
267,Customer_267,Address_267,46,7930,"2024-03-02 10:52:40","2024-03-02 10:52:40",208.226,730.019,25.4195,937.039,608.939,233.576,341.064
268,Customer_268,Address_268,1,9997,"2022-05-28 10:52:40","2022-05-28 10:52:40",926.001,674.824,596.115,956.105,992.178,92.5766,486.349
269,Customer_269,Address_269,8,3799,"2024-03-10 10:52:40","2024-03-10 10:52:40",532.296,382.261,314.416,425.296,183.233,640.279,651.693
270,Customer_270,Address_270,17,7597,"2023-01-26 10:52:40","2023-01-26 10:52:40",63.0774,358.016,600.848,930.192,848.416,451.504,712.27
271,Customer_271,Address_271,11,9076,"2022-08-23 10:52:40","2022-08-23 10:52:40",639.992,600.663,83.3369,614.697,823.472,273.27,895.932
272,Customer_272,Address_272,33,6503,"2024-03-21 10:52:40","2024-03-21 10:52:40",554.46,538.986,31.5505,540.794,609.318,424.209,293.09
273,Customer_273,Address_273,10,1763,"2022-09-07 10:52:40","2022-09-07 10:52:40",974.132,333.471,744.96,724.388,387.059,762.13,649.473
274,Customer_274,Address_274,49,8708,"2023-07-30 10:52:40","2023-07-30 10:52:40",427.41,938.984,412.688,246.487,994.372,232.402,178.89
275,Customer_275,Address_275,10,5046,"2023-01-24 10:52:40","2023-01-24 10:52:40",931.667,690.123,655.612,207.694,71.6324,735.08,460.505
276,Customer_276,Address_276,5,1944,"2023-11-29 10:52:40","2023-11-29 10:52:40",848.484,544.515,177.124,252.077,729.01,888.821,257.073
277,Customer_277,Address_277,31,3909,"2022-11-09 10:52:40","2022-11-09 10:52:40",828.808,864.839,837.771,594.336,458.368,508.832,169.057
278,Customer_278,Address_278,16,1780,"2023-06-03 10:52:40","2023-06-03 10:52:40",127.012,202.675,632.342,553.685,871.399,695.939,865.5
279,Customer_279,Address_279,12,6417,"2023-10-17 10:52:40","2023-10-17 10:52:40",646.801,362.487,872.032,272.698,747.393,918.873,352.187
280,Customer_280,Address_280,1,9685,"2022-10-02 10:52:40","2022-10-02 10:52:40",165.595,391.592,461.176,131.102,271.985,966.616,17.1278
281,Customer_281,Address_281,10,8898,"2022-09-18 10:52:40","2022-09-18 10:52:40",519.615,106.688,974.592,552.899,840.718,544.893,202.31
282,Customer_282,Address_282,19,3496,"2023-11-11 10:52:40","2023-11-11 10:52:40",450.47,482.684,62.0103,862,123.97,33.8486,797.334
283,Customer_283,Address_283,45,1302,"2023-05-08 10:52:40","2023-05-08 10:52:40",462.647,775.142,487.771,113.429,103.831,178.87,582.857
284,Customer_284,Address_284,19,2258,"2023-03-30 10:52:40","2023-03-30 10:52:40",410.465,354.409,540.648,640.016,578.133,970.617,118.688
285,Customer_285,Address_285,35,1466,"2023-12-12 10:52:40","2023-12-12 10:52:40",917.401,943.194,963.764,989.241,54.9138,306.845,369.483
286,Customer_286,Address_286,47,5733,"2022-09-05 10:52:40","2022-09-05 10:52:40",667.651,790.958,951.838,386.317,76.0709,221.403,878.804
287,Customer_287,Address_287,37,1113,"2022-08-18 10:52:40","2022-08-18 10:52:40",330.895,33.1903,173.265,766.756,313.983,269.65,406.298
288,Customer_288,Address_288,12,9044,"2022-10-09 10:52:40","2022-10-09 10:52:40",325.697,224.21,143.961,47.1734,803.984,878.401,980.051
289,Customer_289,Address_289,14,4466,"2024-02-11 10:52:40","2024-02-11 10:52:40",496.703,92.2895,971.338,579.82,985.086,185.969,974.588
290,Customer_290,Address_290,16,6862,"2023-10-02 10:52:40","2023-10-02 10:52:40",605.247,90.5708,637.114,913.86,657.955,548.198,767.122
291,Customer_291,Address_291,10,6883,"2022-12-26 10:52:40","2022-12-26 10:52:40",516.753,496.999,934.738,182.692,109.247,998.159,663.054
292,Customer_292,Address_292,17,6533,"2024-02-25 10:52:40","2024-02-25 10:52:40",713.589,233.165,25.0594,425.801,53.8248,991.722,797.136
293,Customer_293,Address_293,1,6950,"2023-10-29 10:52:40","2023-10-29 10:52:40",388.016,117.162,421.765,757.336,521.388,334.929,110.482
294,Customer_294,Address_294,28,4660,"2023-08-05 10:52:40","2023-08-05 10:52:40",732.482,490.907,257.086,812.713,292.303,23.3789,239.985
295,Customer_295,Address_295,7,9360,"2023-11-12 10:52:40","2023-11-12 10:52:40",490.832,687.491,964.959,762.322,916.731,296.691,733.26
296,Customer_296,Address_296,39,7132,"2024-03-20 10:52:40","2024-03-20 10:52:40",346.526,498.262,451.735,763.886,464.228,29.4813,754.722
297,Customer_297,Address_297,35,2455,"2022-11-14 10:52:40","2022-11-14 10:52:40",279.277,137.809,851.212,842.633,659.529,769.748,870.153
298,Customer_298,Address_298,3,6374,"2022-08-27 10:52:40","2022-08-27 10:52:40",514.287,988.011,397.192,21.9281,918.065,524.54,868.504
299,Customer_299,Address_299,39,3150,"2022-08-07 10:52:40","2022-08-07 10:52:40",724.295,956.715,610.689,183.299,84.4308,872.256,107.986
300,Customer_300,Address_300,47,3626,"2022-12-30 10:52:40","2022-12-30 10:52:40",573.453,797.845,268.866,950.797,947.386,884.539,580.537
301,Customer_301,Address_301,13,5533,"2022-10-31 10:52:40","2022-10-31 10:52:40",345.932,415.399,39.1988,949.796,631.385,307.535,643.521
302,Customer_302,Address_302,15,5899,"2022-09-13 10:52:40","2022-09-13 10:52:40",552.54,251.198,598.371,238.258,396.179,266.121,142.066
303,Customer_303,Address_303,46,2202,"2022-07-06 10:52:40","2022-07-06 10:52:40",260.551,505.876,747.725,220.999,861.818,646.094,645.017
304,Customer_304,Address_304,15,5490,"2023-02-08 10:52:40","2023-02-08 10:52:40",675.114,472.371,336.512,265.446,317.697,792.146,7.63714
305,Customer_305,Address_305,34,3572,"2023-06-27 10:52:40","2023-06-27 10:52:40",362.1,478.74,307.4,100.781,581.703,606.175,285.764
306,Customer_306,Address_306,31,2747,"2024-02-04 10:52:40","2024-02-04 10:52:40",117.643,168.094,487.542,933.43,204.522,222.322,498.044
307,Customer_307,Address_307,42,6599,"2023-02-04 10:52:40","2023-02-04 10:52:40",338.131,767.938,825.295,822.662,637.424,719.134,683.4
308,Customer_308,Address_308,13,3230,"2023-06-16 10:52:40","2023-06-16 10:52:40",557.196,405.66,356.712,566.581,762.767,114.092,282.162
309,Customer_309,Address_309,4,5465,"2023-10-29 10:52:40","2023-10-29 10:52:40",887.736,612.935,401.469,168.539,638.286,685.817,514.224
310,Customer_310,Address_310,26,1231,"2023-03-15 10:52:40","2023-03-15 10:52:40",859.692,536.441,103.131,906.329,222.253,392.278,294.631
311,Customer_311,Address_311,15,6379,"2024-03-05 10:52:40","2024-03-05 10:52:40",704.894,225.646,13.5492,390.808,913.392,394.536,232.503
312,Customer_312,Address_312,49,2773,"2024-04-11 10:52:40","2024-04-11 10:52:40",651.218,110.689,599.792,666.89,535.076,674.71,768.324
313,Customer_313,Address_313,41,8042,"2023-06-16 10:52:40","2023-06-16 10:52:40",951.871,379.801,43.3902,77.5488,257.574,55.2218,503.388
314,Customer_314,Address_314,18,3215,"2024-01-08 10:52:40","2024-01-08 10:52:40",147.493,205.793,586.484,315.04,815.749,133.625,220.877
315,Customer_315,Address_315,36,8694,"2024-01-18 10:52:40","2024-01-18 10:52:40",255.598,785.774,162.077,453.061,779.074,536.187,343.715
316,Customer_316,Address_316,6,5670,"2023-11-05 10:52:40","2023-11-05 10:52:40",765.962,36.1829,883.03,306.601,883.916,499.775,847.129
317,Customer_317,Address_317,37,2261,"2023-05-23 10:52:40","2023-05-23 10:52:40",39.8448,722.938,495.155,306.959,49.3334,325.789,480.944
318,Customer_318,Address_318,22,7245,"2024-01-01 10:52:40","2024-01-01 10:52:40",856.174,718.09,21.9306,955.382,711.119,689.449,313.89
319,Customer_319,Address_319,26,6074,"2023-09-29 10:52:40","2023-09-29 10:52:40",887.819,491.506,794.071,495.837,96.9732,997.354,695.852
320,Customer_320,Address_320,25,4135,"2023-10-25 10:52:40","2023-10-25 10:52:40",357.604,946.274,658.557,453.964,294.149,108.854,661.823
321,Customer_321,Address_321,50,9345,"2022-12-31 10:52:40","2022-12-31 10:52:40",662.02,243.774,232.81,432.729,465.216,27.8927,743.815
322,Customer_322,Address_322,32,9509,"2022-09-25 10:52:40","2022-09-25 10:52:40",270.978,890.325,638.692,522.485,696.351,914.298,482.438
323,Customer_323,Address_323,34,9092,"2023-05-26 10:52:40","2023-05-26 10:52:40",742.124,246.855,7.90231,298.947,471.029,458.305,878.436
324,Customer_324,Address_324,1,5059,"2023-12-20 10:52:40","2023-12-20 10:52:40",663.573,707.873,548.645,619.607,452.098,401.672,652.066
325,Customer_325,Address_325,3,3883,"2023-07-03 10:52:40","2023-07-03 10:52:40",218.355,784.104,265.454,974.961,78.4398,467.317,101.266
326,Customer_326,Address_326,6,2962,"2022-10-27 10:52:40","2022-10-27 10:52:40",232.337,829.718,451.581,768.749,489.002,138.764,226.813
327,Customer_327,Address_327,36,9175,"2023-08-07 10:52:40","2023-08-07 10:52:40",218.775,927.443,980.891,122.127,667.961,973.425,863.242
328,Customer_328,Address_328,20,4509,"2022-11-07 10:52:40","2022-11-07 10:52:40",639.793,913.189,646.562,493.246,526.545,152.987,185.3
329,Customer_329,Address_329,24,8036,"2023-05-13 10:52:40","2023-05-13 10:52:40",186.399,412.925,505.43,288.372,925.572,762.741,36.9927
330,Customer_330,Address_330,45,4354,"2024-01-11 10:52:40","2024-01-11 10:52:40",748.699,223.385,870.826,683.976,807.404,985.089,503.236
331,Customer_331,Address_331,29,3653,"2022-10-17 10:52:40","2022-10-17 10:52:40",73.1078,990.937,735.359,703.988,313.86,457.335,345.098
332,Customer_332,Address_332,18,7589,"2023-03-05 10:52:40","2023-03-05 10:52:40",804.568,222.269,697.639,821.388,14.0249,605.959,987.722
333,Customer_333,Address_333,7,6764,"2022-09-11 10:52:40","2022-09-11 10:52:40",279.858,878.49,552.877,128.913,985.933,542.926,756.832
334,Customer_334,Address_334,8,5557,"2024-03-29 10:52:41","2024-03-29 10:52:41",810.531,854.775,842.284,647.093,708.614,601.79,883.111
335,Customer_335,Address_335,31,4614,"2024-01-08 10:52:41","2024-01-08 10:52:41",682.044,878.149,344.611,88.6092,409.213,780.235,673.539
336,Customer_336,Address_336,2,2028,"2023-05-24 10:52:41","2023-05-24 10:52:41",110.322,79.631,67.1898,97.0562,283.712,127.39,785.813
337,Customer_337,Address_337,28,4393,"2023-11-20 10:52:41","2023-11-20 10:52:41",91.417,723.565,343.576,547.186,705.201,884.445,306.622
338,Customer_338,Address_338,44,5311,"2022-11-12 10:52:41","2022-11-12 10:52:41",341.531,440.524,178.026,568.561,308.725,837.941,263.53
339,Customer_339,Address_339,41,3056,"2022-11-30 10:52:41","2022-11-30 10:52:41",970.6,659.258,384.488,944.668,569.876,15.3771,367.257
340,Customer_340,Address_340,40,8640,"2022-08-17 10:52:41","2022-08-17 10:52:41",825.475,503.911,43.1295,703.915,390.185,839.18,25.3471
341,Customer_341,Address_341,31,9729,"2024-04-30 10:52:41","2024-04-30 10:52:41",200.571,936.636,81.469,597.436,742.771,921.549,379.43
342,Customer_342,Address_342,7,5718,"2023-12-05 10:52:41","2023-12-05 10:52:41",545.605,57.0391,648.38,70.7809,408.766,831.485,931.13
343,Customer_343,Address_343,9,1113,"2023-03-21 10:52:41","2023-03-21 10:52:41",858.892,556.475,205.7,359.076,178.28,814.172,536.022
344,Customer_344,Address_344,12,6219,"2024-01-01 10:52:41","2024-01-01 10:52:41",193.797,408.898,463.098,88.7976,54.6931,7.07282,871.285
345,Customer_345,Address_345,17,1559,"2023-10-07 10:52:41","2023-10-07 10:52:41",339.708,782.807,894.911,126.133,945.932,351.26,918.505
346,Customer_346,Address_346,27,9443,"2024-03-23 10:52:41","2024-03-23 10:52:41",559.584,573.376,188.131,220.524,538.229,29.5748,533.185
347,Customer_347,Address_347,29,3578,"2022-12-22 10:52:41","2022-12-22 10:52:41",644.06,118.235,658.996,940.276,724.392,801.132,832.483
348,Customer_348,Address_348,38,3678,"2023-12-14 10:52:41","2023-12-14 10:52:41",163.109,181.899,420.169,555.147,515.229,910.706,7.83974
349,Customer_349,Address_349,16,5607,"2023-02-06 10:52:41","2023-02-06 10:52:41",655.353,362.153,844.703,137.057,151.176,344.711,270.026
350,Customer_350,Address_350,16,7929,"2022-07-28 10:52:41","2022-07-28 10:52:41",197.977,285.267,832.404,306.22,33.8884,250.782,152.244
351,Customer_351,Address_351,1,6288,"2022-07-21 10:52:41","2022-07-21 10:52:41",794.917,239.888,814.688,353.774,324.81,562.725,839.194
352,Customer_352,Address_352,26,1192,"2023-03-17 10:52:41","2023-03-17 10:52:41",853.89,518.591,31.2854,600.654,909.416,745.117,997.336
353,Customer_353,Address_353,38,7881,"2023-03-28 10:52:41","2023-03-28 10:52:41",552.073,52.7775,607.667,880.003,577.015,245.066,494.285
354,Customer_354,Address_354,37,2784,"2022-10-23 10:52:41","2022-10-23 10:52:41",318.556,244.763,268.147,606.444,227.782,319.575,914.529
355,Customer_355,Address_355,31,3934,"2022-10-19 10:52:41","2022-10-19 10:52:41",963.435,452.294,371.166,498.946,381.236,409.338,902.986
356,Customer_356,Address_356,15,7530,"2022-11-03 10:52:41","2022-11-03 10:52:41",659.679,996.491,3.42162,27.6338,127.904,556.62,399.387
357,Customer_357,Address_357,17,4934,"2023-12-19 10:52:41","2023-12-19 10:52:41",712.497,948.01,602.557,168.759,36.1209,674.328,263.279
358,Customer_358,Address_358,15,7094,"2023-05-13 10:52:41","2023-05-13 10:52:41",497.583,970.379,359.145,884.589,345.509,73.7802,332.373
359,Customer_359,Address_359,23,2849,"2022-12-18 10:52:41","2022-12-18 10:52:41",913.016,447.383,497.865,147.177,242.288,769.913,122.698
360,Customer_360,Address_360,16,2355,"2022-09-10 10:52:41","2022-09-10 10:52:41",758.331,265.46,52.3068,465.155,168.854,448.805,737.461
361,Customer_361,Address_361,18,5428,"2023-07-02 10:52:41","2023-07-02 10:52:41",712.458,249.063,107.942,792.519,638.771,816.296,165.169
362,Customer_362,Address_362,19,4503,"2022-09-29 10:52:41","2022-09-29 10:52:41",909.526,101.237,777.606,584.319,588.777,190.93,188.319
363,Customer_363,Address_363,19,3511,"2023-10-19 10:52:41","2023-10-19 10:52:41",607.457,170.487,30.0613,638.846,104.047,603.697,706.343
364,Customer_364,Address_364,37,5356,"2023-11-10 10:52:41","2023-11-10 10:52:41",840.649,427.49,615.503,795.044,128.71,258.42,905.968
365,Customer_365,Address_365,38,1495,"2024-05-08 10:52:41","2024-05-08 10:52:41",891.392,423.116,441.404,937.671,364.142,7.69821,946.065
366,Customer_366,Address_366,36,7281,"2023-08-22 10:52:41","2023-08-22 10:52:41",746.577,628.619,903.363,630.958,444.702,330.638,319.081
367,Customer_367,Address_367,31,1541,"2023-05-24 10:52:41","2023-05-24 10:52:41",272.313,889.793,632.025,490.749,557.671,316.106,907.517
368,Customer_368,Address_368,30,3014,"2023-09-03 10:52:41","2023-09-03 10:52:41",84.1414,367.421,584.681,821.14,351.66,294.88,419.418
369,Customer_369,Address_369,11,8235,"2023-08-11 10:52:41","2023-08-11 10:52:41",501.092,357.62,284.826,351.266,901.854,455.473,571.803
370,Customer_370,Address_370,25,7728,"2023-11-09 10:52:41","2023-11-09 10:52:41",57.6896,508.2,367.931,315.053,471.474,412.21,646.628
371,Customer_371,Address_371,50,1384,"2023-12-05 10:52:41","2023-12-05 10:52:41",991.029,283.728,445.552,376.578,546.233,601.43,368.45
372,Customer_372,Address_372,2,1760,"2023-10-04 10:52:41","2023-10-04 10:52:41",288.471,517.265,720.911,52.7609,101.071,347.075,432.159
373,Customer_373,Address_373,6,3712,"2024-01-29 10:52:41","2024-01-29 10:52:41",836.771,739.311,186.243,713.281,7.67674,898.54,469.671
374,Customer_374,Address_374,33,8691,"2023-09-29 10:52:41","2023-09-29 10:52:41",11.4277,111.901,525.222,290.405,876.361,510.589,923.862
375,Customer_375,Address_375,5,6995,"2024-03-28 10:52:41","2024-03-28 10:52:41",341.806,504.901,499.09,980.747,406.464,90.0785,231.001
376,Customer_376,Address_376,45,7577,"2022-05-18 10:52:41","2022-05-18 10:52:41",807.059,35.5369,756.508,675.929,110.123,522.828,283.769
377,Customer_377,Address_377,43,4604,"2023-06-22 10:52:41","2023-06-22 10:52:41",55.6791,924.078,453.354,494.537,112.621,79.496,59.6161
